plasmid	contigs
GP_unb_5	Contig:104:79.2614:3p:1:84:1
GP_unb_6	Contig:104:79.2614:3p:1:108:1
GP_unb_7	Contig:104:79.2614:3p:1:109:1
GP_unb_8	Contig:104:79.2614:3p:1:133:1
GP_unb_9	Contig:104:79.2614:3p:1:134:1
GP_unb_10	Contig:104:79.2614:3p:1:158:1
GP_unb_11	Contig:104:79.2614:3p:1:159:1
GP_unb_12	Contig:104:79.2614:3p:1:183:1
GP_unb_13	Contig:104:79.2614:3p:1:184:1
GP_unb_14	Contig:104:79.2614:3p:1:208:1
GP_unb_15	Contig:104:79.2614:3p:1:209:1
GP_unb_16	Contig:104:79.2614:3p:1:233:1
GP_unb_17	Contig:104:79.2614:3p:1:234:1
GP_unb_18	Contig:104:79.2614:3p:1:258:1
GP_unb_19	Contig:104:79.2614:3p:1:259:1
GP_unb_20	Contig:104:79.2614:3p:1:283:1
GP_unb_21	Contig:104:79.2614:3p:1:284:1
GP_unb_22	Contig:104:79.2614:3p:1:308:1
GP_unb_23	Contig:104:79.2614:3p:1:309:1
GP_unb_24	Contig:104:79.2614:3p:1:333:1
GP_unb_25	Contig:104:79.2614:3p:1:334:1
GP_unb_26	Contig:104:79.2614:3p:1:358:1
GP_unb_27	Contig:104:79.2614:3p:1:359:1
GP_unb_28	Contig:104:79.2614:3p:1:383:1
GP_unb_29	Contig:104:79.2614:3p:1:384:1
GP_unb_30	Contig:104:79.2614:3p:1:408:1
GP_unb_31	Contig:104:79.2614:3p:1:409:1
GP_unb_32	Contig:104:79.2614:3p:1:433:1
GP_unb_33	Contig:104:79.2614:3p:1:434:1
GP_unb_34	Contig:104:79.2614:3p:1:458:1
GP_unb_35	Contig:104:79.2614:3p:1:459:1
GP_unb_36	Contig:104:79.2614:3p:1:483:1
GP_unb_37	Contig:104:79.2614:3p:1:484:1
GP_unb_38	Contig:104:79.2614:3p:1:508:1
GP_unb_39	Contig:104:79.2614:3p:1:509:1
GP_unb_40	Contig:104:79.2614:3p:1:533:1
GP_unb_41	Contig:104:79.2614:3p:1:534:1
GP_unb_42	Contig:104:79.2614:3p:1:560:1
GP_unb_43	Contig:104:79.2614:3p:1:561:1
GP_unb_44	Contig:104:79.2614:3p:1:585:1
GP_unb_45	Contig:104:79.2614:3p:1:586:1
GP_unb_46	Contig:104:79.2614:3p:1:610:1
GP_unb_47	Contig:104:79.2614:3p:1:611:1
GP_unb_48	Contig:104:79.2614:3p:1:635:1
GP_unb_49	Contig:104:79.2614:3p:1:636:1
GP_unb_50	Contig:104:79.2614:3p:1:660:1
GP_unb_51	Contig:104:79.2614:3p:1:661:1
GP_unb_52	Contig:104:79.2614:3p:1:689:1
GP_unb_53	Contig:104:79.2614:3p:1:690:1
GP_unb_54	Contig:107:77.5086:3p:1:27:1
GP_unb_55	Contig:107:77.5086:3p:1:58:1
GP_unb_56	Contig:10:82.1788:5p:1:4:1
GP_unb_57	Contig:10:82.1788:5p:1:40:1
GP_unb_58	Contig:10:82.1788:5p:1:49:1
GP_unb_59	Contig:13:78.6066:3p:1:5:1
GP_unb_60	Contig:13:78.6066:3p:1:6:1
GP_unb_61	Contig:20:80.2221:3p:1:9:1
GP_unb_62	Contig:87:115.307:3p:1:2:1
GP_unb_63	Contig:96:1568.69:3p:1:3:1
GP_unb_64	Contig:96:1568.69:3p:1:4:1
